"Pincode","State","District","Hospitalized","Deceased","Recovered","Date"
621702,"TN","tiruchirappalli",1,0,0,2020-04-01
621722,"TN","tiruchirappalli",1,0,0,2020-04-01
621012,"TN","tiruchirappalli",1,0,0,2020-04-01
620024,"TN","tiruchirappalli",1,0,0,2020-04-01
620011,"TN","tiruchirappalli",1,0,0,2020-04-01
621651,"TN","tiruchirappalli",1,0,0,2020-04-01
621208,"TN","tiruchirappalli",1,0,0,2020-04-01
627761,"TN","tirunelveli",23,0,0,2020-04-01
641029,"TN","coimbatore",5,0,0,2020-04-01
642003,"TN","coimbatore",5,0,0,2020-04-01
642002,"TN","coimbatore",5,0,0,2020-04-01
641671,"TN","coimbatore",5,0,0,2020-04-01
641654,"TN","coimbatore",5,0,0,2020-04-01
624622,"TN","coimbatore",5,0,0,2020-04-01
641002,"TN","coimbatore",5,0,0,2020-04-01
641113,"TN","coimbatore",5,0,0,2020-04-01
642006,"TN","coimbatore",5,0,0,2020-04-01
641047,"TN","coimbatore",5,0,0,2020-04-01
641014,"TN","coimbatore",5,0,0,2020-04-01
627417,"TN","tirunelveli",23,0,0,2020-04-01
627401,"TN","tirunelveli",23,0,0,2020-04-01
641112,"TN","coimbatore",5,0,0,2020-04-01
642126,"TN","coimbatore",5,0,0,2020-04-01
632008,"TN","vellore",2,0,0,2020-04-01
642205,"TN","coimbatore",5,0,0,2020-04-01
641048,"TN","coimbatore",5,0,0,2020-04-01
638661,"TN","erode",19,0,0,2020-04-01
627428,"TN","tirunelveli",23,0,0,2020-04-01
625402,"TN","madurai",5,1,0,2020-04-01
627113,"TN","tirunelveli",23,0,0,2020-04-01
627803,"TN","tirunelveli",23,0,0,2020-04-01
627861,"TN","tirunelveli",23,0,0,2020-04-01
627416,"TN","tirunelveli",23,0,0,2020-04-01
638112,"TN","erode",19,0,0,2020-04-01
627357,"TN","tirunelveli",23,0,0,2020-04-01
638752,"TN","erode",19,0,0,2020-04-01
627809,"TN","tirunelveli",23,0,0,2020-04-01
636404,"TN","salem",6,0,0,2020-04-01
627859,"TN","tirunelveli",23,0,0,2020-04-01
606755,"TN","tiruvannamalai",1,0,0,2020-04-01
606907,"TN","tiruvannamalai",1,0,0,2020-04-01
638181,"TN","namakkal",18,0,0,2020-04-01
637107,"TN","namakkal",18,0,0,2020-04-01
637412,"TN","namakkal",18,0,0,2020-04-01
637302,"TN","namakkal",18,0,0,2020-04-01
632301,"TN","tiruvannamalai",1,0,0,2020-04-01
606708,"TN","tiruvannamalai",1,0,0,2020-04-01
637303,"TN","namakkal",18,0,0,2020-04-01
637201,"TN","namakkal",18,0,0,2020-04-01
637404,"TN","namakkal",18,0,0,2020-04-01
637021,"TN","namakkal",18,0,0,2020-04-01
636113,"TN","namakkal",18,0,0,2020-04-01
642004,"TN","coimbatore",5,0,0,2020-04-01
641604,"TN","coimbatore",5,0,0,2020-04-01
641045,"TN","coimbatore",5,0,0,2020-04-01
641012,"TN","coimbatore",5,0,0,2020-04-01
638455,"TN","erode",19,0,0,2020-04-01
638457,"TN","erode",19,0,0,2020-04-01
638703,"TN","erode",19,0,0,2020-04-01
639107,"TN","karur",1,0,0,2020-04-01
637407,"TN","salem",6,0,0,2020-04-01
636011,"TN","salem",6,0,0,2020-04-01
636351,"TN","salem",6,0,0,2020-04-01
627355,"TN","tirunelveli",23,0,0,2020-04-01
627006,"TN","tirunelveli",23,0,0,2020-04-01
627112,"TN","tirunelveli",23,0,0,2020-04-01
627452,"TN","tirunelveli",23,0,0,2020-04-01
627751,"TN","tirunelveli",23,0,0,2020-04-01
627764,"TN","tirunelveli",23,0,0,2020-04-01
641658,"TN","coimbatore",5,0,0,2020-04-01
613005,"TN","thanjavur",1,0,0,2020-04-01
613204,"TN","thanjavur",1,0,0,2020-04-01
641011,"TN","coimbatore",5,0,0,2020-04-01
642114,"TN","coimbatore",5,0,0,2020-04-01
642133,"TN","coimbatore",5,0,0,2020-04-01
641019,"TN","coimbatore",5,0,0,2020-04-01
641669,"TN","coimbatore",5,0,0,2020-04-01
627201,"TN","tirunelveli",23,0,0,2020-04-01
641667,"TN","coimbatore",5,0,0,2020-04-01
641305,"TN","coimbatore",5,0,0,2020-04-01
641107,"TN","coimbatore",5,0,0,2020-04-01
641044,"TN","coimbatore",5,0,0,2020-04-01
641697,"TN","coimbatore",5,0,0,2020-04-01
641664,"TN","coimbatore",5,0,0,2020-04-01
641025,"TN","coimbatore",5,0,0,2020-04-01
642105,"TN","coimbatore",5,0,0,2020-04-01
641062,"TN","coimbatore",5,0,0,2020-04-01
641032,"TN","coimbatore",5,0,0,2020-04-01
612001,"TN","thanjavur",1,0,0,2020-04-01
612402,"TN","thanjavur",1,0,0,2020-04-01
612002,"TN","thanjavur",1,0,0,2020-04-01
612103,"TN","thanjavur",1,0,0,2020-04-01
638002,"TN","erode",19,0,0,2020-04-01
638672,"TN","erode",19,0,0,2020-04-01
638001,"TN","erode",19,0,0,2020-04-01
638057,"TN","erode",19,0,0,2020-04-01
613401,"TN","thanjavur",1,0,0,2020-04-01
613103,"TN","thanjavur",1,0,0,2020-04-01
626123,"TN","virudhunagar",1,0,0,2020-04-01
636302,"TN","salem",6,0,0,2020-04-01
626002,"TN","virudhunagar",1,0,0,2020-04-01
637410,"TN","salem",6,0,0,2020-04-01
625020,"TN","madurai",5,1,0,2020-04-01
625218,"TN","madurai",5,1,0,2020-04-01
625106,"TN","madurai",5,1,0,2020-04-01
625535,"TN","madurai",5,1,0,2020-04-01
625008,"TN","madurai",5,1,0,2020-04-01
625207,"TN","madurai",5,1,0,2020-04-01
625003,"TN","madurai",5,1,0,2020-04-01
621112,"TN","tiruchirappalli",1,0,0,2020-04-01
621308,"TN","tiruchirappalli",1,0,0,2020-04-01
621653,"TN","tiruchirappalli",1,0,0,2020-04-01
638115,"TN","erode",19,0,0,2020-04-01
638702,"TN","erode",19,0,0,2020-04-01
638105,"TN","erode",19,0,0,2020-04-01
621110,"TN","tiruchirappalli",1,0,0,2020-04-01
620010,"TN","tiruchirappalli",1,0,0,2020-04-01
620019,"TN","tiruchirappalli",1,0,0,2020-04-01
621311,"TN","tiruchirappalli",1,0,0,2020-04-01
638504,"TN","erode",19,0,0,2020-04-01
627131,"TN","tirunelveli",23,0,0,2020-04-01
627652,"TN","tirunelveli",23,0,0,2020-04-01
638055,"TN","erode",19,0,0,2020-04-01
638315,"TN","erode",19,0,0,2020-04-01
638051,"TN","erode",19,0,0,2020-04-01
638111,"TN","erode",19,0,0,2020-04-01
638313,"TN","erode",19,0,0,2020-04-01
627202,"TN","tirunelveli",23,0,0,2020-04-01
641101,"TN","coimbatore",5,0,0,2020-04-01
635653,"TN","vellore",2,0,0,2020-04-01
632514,"TN","vellore",2,0,0,2020-04-01
632516,"TN","vellore",2,0,0,2020-04-01
632406,"TN","vellore",2,0,0,2020-04-01
632515,"TN","vellore",2,0,0,2020-04-01
635812,"TN","vellore",2,0,0,2020-04-01
614601,"TN","thanjavur",1,0,0,2020-04-01
604505,"TN","vellore",2,0,0,2020-04-01
632312,"TN","vellore",2,0,0,2020-04-01
632521,"TN","vellore",2,0,0,2020-04-01
632506,"TN","vellore",2,0,0,2020-04-01
641110,"TN","coimbatore",5,0,0,2020-04-01
641049,"TN","coimbatore",5,0,0,2020-04-01
635809,"TN","vellore",2,0,0,2020-04-01
635654,"TN","vellore",2,0,0,2020-04-01
639136,"TN","karur",1,0,0,2020-04-01
631004,"TN","vellore",2,0,0,2020-04-01
632512,"TN","vellore",2,0,0,2020-04-01
627117,"TN","tirunelveli",23,0,0,2020-04-01
641010,"TN","coimbatore",5,0,0,2020-04-01
642102,"TN","coimbatore",5,0,0,2020-04-01
642128,"TN","coimbatore",5,0,0,2020-04-01
641603,"TN","coimbatore",5,0,0,2020-04-01
641018,"TN","coimbatore",5,0,0,2020-04-01
641041,"TN","coimbatore",5,0,0,2020-04-01
627862,"TN","tirunelveli",23,0,0,2020-04-01
642112,"TN","coimbatore",5,0,0,2020-04-01
627856,"TN","tirunelveli",23,0,0,2020-04-01
641601,"TN","coimbatore",5,0,0,2020-04-01
641670,"TN","coimbatore",5,0,0,2020-04-01
642101,"TN","coimbatore",5,0,0,2020-04-01
641103,"TN","coimbatore",5,0,0,2020-04-01
641104,"TN","coimbatore",5,0,0,2020-04-01
641201,"TN","coimbatore",5,0,0,2020-04-01
641301,"TN","coimbatore",5,0,0,2020-04-01
641003,"TN","coimbatore",5,0,0,2020-04-01
641037,"TN","coimbatore",5,0,0,2020-04-01
641028,"TN","coimbatore",5,0,0,2020-04-01
641017,"TN","coimbatore",5,0,0,2020-04-01
642203,"TN","coimbatore",5,0,0,2020-04-01
642129,"TN","coimbatore",5,0,0,2020-04-01
641007,"TN","coimbatore",5,0,0,2020-04-01
641024,"TN","coimbatore",5,0,0,2020-04-01
612501,"TN","thanjavur",1,0,0,2020-04-01
614206,"TN","thanjavur",1,0,0,2020-04-01
613004,"TN","thanjavur",1,0,0,2020-04-01
635803,"TN","vellore",2,0,0,2020-04-01
612102,"TN","thanjavur",1,0,0,2020-04-01
614203,"TN","thanjavur",1,0,0,2020-04-01
614626,"TN","thanjavur",1,0,0,2020-04-01
613403,"TN","thanjavur",1,0,0,2020-04-01
638010,"TN","erode",19,0,0,2020-04-01
627756,"TN","tirunelveli",23,0,0,2020-04-01
627414,"TN","tirunelveli",23,0,0,2020-04-01
628552,"TN","tirunelveli",23,0,0,2020-04-01
642110,"TN","coimbatore",5,0,0,2020-04-01
639003,"TN","karur",1,0,0,2020-04-01
639113,"TN","karur",1,0,0,2020-04-01
639206,"TN","karur",1,0,0,2020-04-01
639118,"TN","karur",1,0,0,2020-04-01
639006,"TN","karur",1,0,0,2020-04-01
641663,"TN","coimbatore",5,0,0,2020-04-01
641013,"TN","coimbatore",5,0,0,2020-04-01
641666,"TN","coimbatore",5,0,0,2020-04-01
641006,"TN","coimbatore",5,0,0,2020-04-01
638103,"TN","coimbatore",5,0,0,2020-04-01
641665,"TN","coimbatore",5,0,0,2020-04-01
641004,"TN","coimbatore",5,0,0,2020-04-01
641668,"TN","coimbatore",5,0,0,2020-04-01
641031,"TN","coimbatore",5,0,0,2020-04-01
642005,"TN","coimbatore",5,0,0,2020-04-01
641108,"TN","coimbatore",5,0,0,2020-04-01
614614,"TN","thanjavur",1,0,0,2020-04-01
613503,"TN","thanjavur",1,0,0,2020-04-01
612703,"TN","thanjavur",1,0,0,2020-04-01
613602,"TN","thanjavur",1,0,0,2020-04-01
642204,"TN","coimbatore",5,0,0,2020-04-01
639202,"TN","karur",1,0,0,2020-04-01
639114,"TN","karur",1,0,0,2020-04-01
641401,"TN","coimbatore",5,0,0,2020-04-01
641652,"TN","coimbatore",5,0,0,2020-04-01
641407,"TN","coimbatore",5,0,0,2020-04-01
641687,"TN","coimbatore",5,0,0,2020-04-01
635808,"TN","vellore",2,0,0,2020-04-01
612503,"TN","thanjavur",1,0,0,2020-04-01
614205,"TN","thanjavur",1,0,0,2020-04-01
612201,"TN","thanjavur",1,0,0,2020-04-01
612204,"TN","thanjavur",1,0,0,2020-04-01
626108,"TN","virudhunagar",1,0,0,2020-04-01
626201,"TN","virudhunagar",1,0,0,2020-04-01
626130,"TN","virudhunagar",1,0,0,2020-04-01
641602,"TN","coimbatore",5,0,0,2020-04-01
636101,"TN","salem",6,0,0,2020-04-01
641009,"TN","coimbatore",5,0,0,2020-04-01
641402,"TN","coimbatore",5,0,0,2020-04-01
639108,"TN","karur",1,0,0,2020-04-01
625023,"TN","madurai",5,1,0,2020-04-01
620018,"TN","tiruchirappalli",1,0,0,2020-04-01
621315,"TN","tiruchirappalli",1,0,0,2020-04-01
639112,"TN","tiruchirappalli",1,0,0,2020-04-01
620017,"TN","tiruchirappalli",1,0,0,2020-04-01
641655,"TN","coimbatore",5,0,0,2020-04-01
621214,"TN","tiruchirappalli",1,0,0,2020-04-01
638458,"TN","erode",19,0,0,2020-04-01
638152,"TN","erode",19,0,0,2020-04-01
627120,"TN","tirunelveli",23,0,0,2020-04-01
627760,"TN","tirunelveli",23,0,0,2020-04-01
638701,"TN","erode",19,0,0,2020-04-01
638452,"TN","erode",19,0,0,2020-04-01
638503,"TN","erode",19,0,0,2020-04-01
638505,"TN","erode",19,0,0,2020-04-01
638107,"TN","erode",19,0,0,2020-04-01
627413,"TN","tirunelveli",23,0,0,2020-04-01
641023,"TN","coimbatore",5,0,0,2020-04-01
641111,"TN","coimbatore",5,0,0,2020-04-01
627421,"TN","tirunelveli",23,0,0,2020-04-01
627354,"TN","tirunelveli",23,0,0,2020-04-01
627651,"TN","tirunelveli",23,0,0,2020-04-01
627758,"TN","tirunelveli",23,0,0,2020-04-01
627858,"TN","tirunelveli",23,0,0,2020-04-01
641105,"TN","coimbatore",5,0,0,2020-04-01
631101,"TN","vellore",2,0,0,2020-04-01
632314,"TN","tiruvannamalai",1,0,0,2020-04-01
632316,"TN","tiruvannamalai",1,0,0,2020-04-01
606803,"TN","tiruvannamalai",1,0,0,2020-04-01
606902,"TN","tiruvannamalai",1,0,0,2020-04-01
637403,"TN","namakkal",18,0,0,2020-04-01
637212,"TN","namakkal",18,0,0,2020-04-01
639002,"TN","karur",1,0,0,2020-04-01
632002,"TN","vellore",2,0,0,2020-04-01
632055,"TN","vellore",2,0,0,2020-04-01
635807,"TN","vellore",2,0,0,2020-04-01
632203,"TN","vellore",2,0,0,2020-04-01
631005,"TN","vellore",2,0,0,2020-04-01
639120,"TN","karur",1,0,0,2020-04-01
625701,"TN","madurai",5,1,0,2020-04-01
641036,"TN","coimbatore",5,0,0,2020-04-01
642106,"TN","coimbatore",5,0,0,2020-04-01
642132,"TN","coimbatore",5,0,0,2020-04-01
635703,"TN","vellore",2,0,0,2020-04-01
638462,"TN","coimbatore",5,0,0,2020-04-01
642127,"TN","coimbatore",5,0,0,2020-04-01
632518,"TN","vellore",2,0,0,2020-04-01
635815,"TN","vellore",2,0,0,2020-04-01
635754,"TN","vellore",2,0,0,2020-04-01
632209,"TN","vellore",2,0,0,2020-04-01
641606,"TN","coimbatore",5,0,0,2020-04-01
632403,"TN","vellore",2,0,0,2020-04-01
642130,"TN","coimbatore",5,0,0,2020-04-01
641020,"TN","coimbatore",5,0,0,2020-04-01
642108,"TN","coimbatore",5,0,0,2020-04-01
614201,"TN","thanjavur",1,0,0,2020-04-01
613104,"TN","thanjavur",1,0,0,2020-04-01
613001,"TN","thanjavur",1,0,0,2020-04-01
612105,"TN","thanjavur",1,0,0,2020-04-01
606801,"TN","tiruvannamalai",1,0,0,2020-04-01
606806,"TN","tiruvannamalai",1,0,0,2020-04-01
604410,"TN","tiruvannamalai",1,0,0,2020-04-01
606604,"TN","tiruvannamalai",1,0,0,2020-04-01
613203,"TN","thanjavur",1,0,0,2020-04-01
609802,"TN","thanjavur",1,0,0,2020-04-01
604501,"TN","tiruvannamalai",1,0,0,2020-04-01
612401,"TN","thanjavur",1,0,0,2020-04-01
626134,"TN","virudhunagar",1,0,0,2020-04-01
626189,"TN","virudhunagar",1,0,0,2020-04-01
641109,"TN","coimbatore",5,0,0,2020-04-01
642201,"TN","coimbatore",5,0,0,2020-04-01
609804,"TN","thanjavur",1,0,0,2020-04-01
626004,"TN","virudhunagar",1,0,0,2020-04-01
626122,"TN","virudhunagar",1,0,0,2020-04-01
636122,"TN","salem",6,0,0,2020-04-01
636307,"TN","salem",6,0,0,2020-04-01
632014,"TN","vellore",2,0,0,2020-04-01
638314,"TN","erode",19,0,0,2020-04-01
625704,"TN","madurai",5,1,0,2020-04-01
632106,"TN","vellore",2,0,0,2020-04-01
621001,"TN","tiruchirappalli",1,0,0,2020-04-01
621601,"TN","tiruchirappalli",1,0,0,2020-04-01
621011,"TN","tiruchirappalli",1,0,0,2020-04-01
642111,"TN","coimbatore",5,0,0,2020-04-01
641046,"TN","coimbatore",5,0,0,2020-04-01
641607,"TN","coimbatore",5,0,0,2020-04-01
642113,"TN","coimbatore",5,0,0,2020-04-01
642122,"TN","coimbatore",5,0,0,2020-04-01
620102,"TN","tiruchirappalli",1,0,0,2020-04-01
621007,"TN","tiruchirappalli",1,0,0,2020-04-01
613102,"TN","thanjavur",1,0,0,2020-04-01
614019,"TN","thanjavur",1,0,0,2020-04-01
612502,"TN","thanjavur",1,0,0,2020-04-01
614701,"TN","thanjavur",1,0,0,2020-04-01
641302,"TN","coimbatore",5,0,0,2020-04-01
641662,"TN","coimbatore",5,0,0,2020-04-01
638458,"TN","coimbatore",5,0,0,2020-04-01
639110,"TN","karur",1,0,0,2020-04-01
639104,"TN","karur",1,0,0,2020-04-01
639116,"TN","karur",1,0,0,2020-04-01
639102,"TN","karur",1,0,0,2020-04-01
639001,"TN","karur",1,0,0,2020-04-01
613006,"TN","thanjavur",1,0,0,2020-04-01
614208,"TN","thanjavur",1,0,0,2020-04-01
614204,"TN","thanjavur",1,0,0,2020-04-01
612106,"TN","thanjavur",1,0,0,2020-04-01
613007,"TN","thanjavur",1,0,0,2020-04-01
613105,"TN","thanjavur",1,0,0,2020-04-01
614301,"TN","thanjavur",1,0,0,2020-04-01
613205,"TN","thanjavur",1,0,0,2020-04-01
626132,"TN","virudhunagar",1,0,0,2020-04-01
626113,"TN","virudhunagar",1,0,0,2020-04-01
626003,"TN","virudhunagar",1,0,0,2020-04-01
626112,"TN","virudhunagar",1,0,0,2020-04-01
626127,"TN","virudhunagar",1,0,0,2020-04-01
626129,"TN","virudhunagar",1,0,0,2020-04-01
636108,"TN","salem",6,0,0,2020-04-01
642154,"TN","coimbatore",5,0,0,2020-04-01
632009,"TN","vellore",2,0,0,2020-04-01
639202,"TN","erode",19,0,0,2020-04-01
632202,"TN","vellore",2,0,0,2020-04-01
632007,"TN","vellore",2,0,0,2020-04-01
631002,"TN","vellore",2,0,0,2020-04-01
638673,"TN","erode",19,0,0,2020-04-01
638007,"TN","erode",19,0,0,2020-04-01
638153,"TN","erode",19,0,0,2020-04-01
638102,"TN","erode",19,0,0,2020-04-01
638312,"TN","erode",19,0,0,2020-04-01
642104,"TN","coimbatore",5,0,0,2020-04-01
641008,"TN","coimbatore",5,0,0,2020-04-01
641659,"TN","coimbatore",5,0,0,2020-04-01
642007,"TN","coimbatore",5,0,0,2020-04-01
627860,"TN","tirunelveli",23,0,0,2020-04-01
627359,"TN","tirunelveli",23,0,0,2020-04-01
627812,"TN","tirunelveli",23,0,0,2020-04-01
627427,"TN","tirunelveli",23,0,0,2020-04-01
627111,"TN","tirunelveli",23,0,0,2020-04-01
627009,"TN","tirunelveli",23,0,0,2020-04-01
632201,"TN","vellore",2,0,0,2020-04-01
632405,"TN","vellore",2,0,0,2020-04-01
642103,"TN","coimbatore",5,0,0,2020-04-01
641015,"TN","coimbatore",5,0,0,2020-04-01
641653,"TN","coimbatore",5,0,0,2020-04-01
642207,"TN","coimbatore",5,0,0,2020-04-01
642109,"TN","coimbatore",5,0,0,2020-04-01
635804,"TN","vellore",2,0,0,2020-04-01
627811,"TN","tirunelveli",23,0,0,2020-04-01
627103,"TN","tirunelveli",23,0,0,2020-04-01
627107,"TN","tirunelveli",23,0,0,2020-04-01
627002,"TN","tirunelveli",23,0,0,2020-04-01
626126,"TN","virudhunagar",1,0,0,2020-04-01
626118,"TN","virudhunagar",1,0,0,2020-04-01
626138,"TN","virudhunagar",1,0,0,2020-04-01
627012,"TN","tirunelveli",23,0,0,2020-04-01
627426,"TN","tirunelveli",23,0,0,2020-04-01
627127,"TN","tirunelveli",23,0,0,2020-04-01
626607,"TN","virudhunagar",1,0,0,2020-04-01
626005,"TN","virudhunagar",1,0,0,2020-04-01
625017,"TN","madurai",5,1,0,2020-04-01
614623,"TN","thanjavur",1,0,0,2020-04-01
638104,"TN","erode",19,0,0,2020-04-01
638103,"TN","erode",19,0,0,2020-04-01
638706,"TN","erode",19,0,0,2020-04-01
632101,"TN","vellore",2,0,0,2020-04-01
635814,"TN","vellore",2,0,0,2020-04-01
632011,"TN","vellore",2,0,0,2020-04-01
635801,"TN","vellore",2,0,0,2020-04-01
635602,"TN","vellore",2,0,0,2020-04-01
632319,"TN","vellore",2,0,0,2020-04-01
627423,"TN","tirunelveli",23,0,0,2020-04-01
627757,"TN","tirunelveli",23,0,0,2020-04-01
635901,"TN","vellore",2,0,0,2020-04-01
627808,"TN","tirunelveli",23,0,0,2020-04-01
635851,"TN","vellore",2,0,0,2020-04-01
631152,"TN","vellore",2,0,0,2020-04-01
635852,"TN","vellore",2,0,0,2020-04-01
635813,"TN","vellore",2,0,0,2020-04-01
632602,"TN","vellore",2,0,0,2020-04-01
632601,"TN","vellore",2,0,0,2020-04-01
604407,"TN","vellore",2,0,0,2020-04-01
613009,"TN","thanjavur",1,0,0,2020-04-01
612104,"TN","thanjavur",1,0,0,2020-04-01
614612,"TN","thanjavur",1,0,0,2020-04-01
614211,"TN","thanjavur",1,0,0,2020-04-01
632404,"TN","vellore",2,0,0,2020-04-01
632318,"TN","vellore",2,0,0,2020-04-01
632510,"TN","vellore",2,0,0,2020-04-01
631052,"TN","vellore",2,0,0,2020-04-01
635805,"TN","vellore",2,0,0,2020-04-01
626141,"TN","virudhunagar",1,0,0,2020-04-01
626104,"TN","virudhunagar",1,0,0,2020-04-01
626107,"TN","virudhunagar",1,0,0,2020-04-01
637402,"TN","namakkal",18,0,0,2020-04-01
604601,"TN","tiruvannamalai",1,0,0,2020-04-01
631702,"TN","tiruvannamalai",1,0,0,2020-04-01
636301,"TN","namakkal",18,0,0,2020-04-01
627818,"TN","tirunelveli",23,0,0,2020-04-01
627654,"TN","tirunelveli",23,0,0,2020-04-01
638183,"TN","namakkal",18,0,0,2020-04-01
606751,"TN","tiruvannamalai",1,0,0,2020-04-01
642125,"TN","coimbatore",5,0,0,2020-04-01
642107,"TN","coimbatore",5,0,0,2020-04-01
642001,"TN","coimbatore",5,0,0,2020-04-01
638506,"TN","erode",19,0,0,2020-04-01
641034,"TN","coimbatore",5,0,0,2020-04-01
641027,"TN","coimbatore",5,0,0,2020-04-01
632204,"TN","vellore",2,0,0,2020-04-01
632519,"TN","vellore",2,0,0,2020-04-01
627005,"TN","tirunelveli",23,0,0,2020-04-01
627754,"TN","tirunelveli",23,0,0,2020-04-01
627425,"TN","tirunelveli",23,0,0,2020-04-01
627105,"TN","tirunelveli",23,0,0,2020-04-01
632604,"TN","vellore",2,0,0,2020-04-01
627415,"TN","tirunelveli",23,0,0,2020-04-01
627451,"TN","tirunelveli",23,0,0,2020-04-01
613504,"TN","thanjavur",1,0,0,2020-04-01
612804,"TN","thanjavur",1,0,0,2020-04-01
614402,"TN","thanjavur",1,0,0,2020-04-01
614901,"TN","thanjavur",1,0,0,2020-04-01
621216,"TN","tiruchirappalli",1,0,0,2020-04-01
621105,"TN","tiruchirappalli",1,0,0,2020-04-01
621715,"TN","tiruchirappalli",1,0,0,2020-04-01
621205,"TN","tiruchirappalli",1,0,0,2020-04-01
627119,"TN","tirunelveli",23,0,0,2020-04-01
627114,"TN","tirunelveli",23,0,0,2020-04-01
627358,"TN","tirunelveli",23,0,0,2020-04-01
626105,"TN","virudhunagar",1,0,0,2020-04-01
638151,"TN","karur",1,0,0,2020-04-01
632517,"TN","vellore",2,0,0,2020-04-01
631102,"TN","vellore",2,0,0,2020-04-01
632105,"TN","vellore",2,0,0,2020-04-01
636118,"TN","namakkal",18,0,0,2020-04-01
621302,"TN","tiruchirappalli",1,0,0,2020-04-01
635811,"TN","vellore",2,0,0,2020-04-01
641021,"TN","coimbatore",5,0,0,2020-04-01
641005,"TN","coimbatore",5,0,0,2020-04-01
637203,"TN","namakkal",18,0,0,2020-04-01
637401,"TN","namakkal",18,0,0,2020-04-01
641016,"TN","coimbatore",5,0,0,2020-04-01
606752,"TN","tiruvannamalai",1,0,0,2020-04-01
606903,"TN","tiruvannamalai",1,0,0,2020-04-01
606811,"TN","tiruvannamalai",1,0,0,2020-04-01
632507,"TN","tiruvannamalai",1,0,0,2020-04-01
614903,"TN","thanjavur",1,0,0,2020-04-01
614210,"TN","thanjavur",1,0,0,2020-04-01
612101,"TN","thanjavur",1,0,0,2020-04-01
641022,"TN","coimbatore",5,0,0,2020-04-01
641026,"TN","coimbatore",5,0,0,2020-04-01
635601,"TN","vellore",2,0,0,2020-04-01
632103,"TN","vellore",2,0,0,2020-04-01
639201,"TN","karur",1,0,0,2020-04-01
627412,"TN","tirunelveli",23,0,0,2020-04-01
639207,"TN","karur",1,0,0,2020-04-01
632505,"TN","vellore",2,0,0,2020-04-01
632114,"TN","vellore",2,0,0,2020-04-01
641050,"TN","coimbatore",5,0,0,2020-04-01
641114,"TN","coimbatore",5,0,0,2020-04-01
641035,"TN","coimbatore",5,0,0,2020-04-01
641043,"TN","coimbatore",5,0,0,2020-04-01
639205,"TN","karur",1,0,0,2020-04-01
639119,"TN","karur",1,0,0,2020-04-01
632504,"TN","vellore",2,0,0,2020-04-01
635652,"TN","vellore",2,0,0,2020-04-01
635751,"TN","vellore",2,0,0,2020-04-01
632501,"TN","vellore",2,0,0,2020-04-01
635806,"TN","vellore",2,0,0,2020-04-01
627101,"TN","tirunelveli",23,0,0,2020-04-01
626116,"TN","virudhunagar",1,0,0,2020-04-01
626115,"TN","virudhunagar",1,0,0,2020-04-01
626188,"TN","virudhunagar",1,0,0,2020-04-01
626202,"TN","virudhunagar",1,0,0,2020-04-01
626139,"TN","virudhunagar",1,0,0,2020-04-01
637211,"TN","namakkal",18,0,0,2020-04-01
621306,"TN","tiruchirappalli",1,0,0,2020-04-01
621310,"TN","tiruchirappalli",1,0,0,2020-04-01
620003,"TN","tiruchirappalli",1,0,0,2020-04-01
641030,"TN","coimbatore",5,0,0,2020-04-01
642120,"TN","coimbatore",5,0,0,2020-04-01
632326,"TN","tiruvannamalai",1,0,0,2020-04-01
621210,"TN","tiruchirappalli",1,0,0,2020-04-01
637104,"TN","namakkal",18,0,0,2020-04-01
637410,"TN","namakkal",18,0,0,2020-04-01
637103,"TN","namakkal",18,0,0,2020-04-01
606710,"TN","tiruvannamalai",1,0,0,2020-04-01
641001,"TN","coimbatore",5,0,0,2020-04-01
627004,"TN","tirunelveli",23,0,0,2020-04-01
613303,"TN","thanjavur",1,0,0,2020-04-01
613501,"TN","thanjavur",1,0,0,2020-04-01
612202,"TN","thanjavur",1,0,0,2020-04-01
627805,"TN","tirunelveli",23,0,0,2020-04-01
612302,"TN","thanjavur",1,0,0,2020-04-01
621313,"TN","karur",1,0,0,2020-04-01
631003,"TN","vellore",2,0,0,2020-04-01
621306,"TN","karur",1,0,0,2020-04-01
621315,"TN","karur",1,0,0,2020-04-01
639109,"TN","karur",1,0,0,2020-04-01
639111,"TN","karur",1,0,0,2020-04-01
621311,"TN","karur",1,0,0,2020-04-01
621301,"TN","karur",1,0,0,2020-04-01
631001,"TN","vellore",2,0,0,2020-04-01
621003,"TN","tiruchirappalli",1,0,0,2020-04-01
635854,"TN","vellore",2,0,0,2020-04-01
635655,"TN","vellore",2,0,0,2020-04-01
632603,"TN","vellore",2,0,0,2020-04-01
635853,"TN","vellore",2,0,0,2020-04-01
632511,"TN","vellore",2,0,0,2020-04-01
638182,"TN","namakkal",18,0,0,2020-04-01
637408,"TN","namakkal",18,0,0,2020-04-01
637019,"TN","namakkal",18,0,0,2020-04-01
637101,"TN","namakkal",18,0,0,2020-04-01
632503,"TN","vellore",2,0,0,2020-04-01
632113,"TN","vellore",2,0,0,2020-04-01
621703,"TN","tiruchirappalli",1,0,0,2020-04-01
637411,"TN","namakkal",18,0,0,2020-04-01
627133,"TN","tirunelveli",23,0,0,2020-04-01
627010,"TN","tirunelveli",23,0,0,2020-04-01
620002,"TN","tiruchirappalli",1,0,0,2020-04-01
632317,"TN","tiruvannamalai",1,0,0,2020-04-01
